search_text,item_id,item,reading,note,category,category_display,rule_ref,source_pdf_page,source_printed_page,source_section,verification_status
アイスキャンディーの棒,item_0001,アイスキャンディーの棒,,,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
雨ガッパ,item_0002,雨ガッパ,,,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アイスクリーマー,item_0003,アイスクリーマー,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
雨戸・網戸,item_0004,雨戸・網戸,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アイスクリームの容器・包装・ふた（紙製） リサイクルが困難なため,item_0005,アイスクリームの容器・包装・ふた（紙製）,,リサイクルが困難なため,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
雨どい 長さを120cm 程度まで にして出す,item_0006,雨どい,,長さを120cm 程度まで にして出す,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アイスクリームの容器・包装・ふた（プラスチック製） 汚れを取り除く,item_0007,アイスクリームの容器・包装・ふた（プラスチック製）,,汚れを取り除く,プラ,プラスチック製容器包装,,18,17,ごみ分別辞典,table_cell_geometry_extracted
網 金網は「金・ガ」,item_0008,網,,金網は「金・ガ」,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
編み機,item_0009,編み機,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アイスノン,item_0010,アイスノン,,,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
編み針 金属製のものは「金・ガ」,item_0011,編み針,,金属製のものは「金・ガ」,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アイスピック 危なくないようにする,item_0012,アイスピック,,危なくないようにする,金・ガ,金物・ガラス類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
飴の個包装（紙製） リサイクルが困難なため,item_0013,飴の個包装（紙製）,,リサイクルが困難なため,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アイロン・アイロン台,item_0014,アイロン・アイロン台,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
飴の個包装（プラスチック製）,item_0015,飴の個包装（プラスチック製）,,,プラ,プラスチック製容器包装,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アイロン用のり（容器） 汚れを取り除く 金属製のものは「金・ガ」,item_0016,アイロン用のり（容器）,,汚れを取り除く 金属製のものは「金・ガ」,プラ,プラスチック製容器包装,,18,17,ごみ分別辞典,table_cell_geometry_extracted
飴の外袋（プラスチック製）,item_0017,飴の外袋（プラスチック製）,,,プラ,プラスチック製容器包装,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アカすり,item_0018,アカすり,,,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アルカリ電池,item_0019,アルカリ電池,,,埋立,埋立ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
空き缶・空きびん キャップをはずし、す すいで出す,item_0020,空き缶・空きびん,,キャップをはずし、す すいで出す,金・ガ,金物・ガラス類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アルバム リサイクルが困難なため,item_0021,アルバム,,リサイクルが困難なため,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アルミコーティング袋（レトルト食品用） 汚れを取り除く,item_0022,アルミコーティング袋（レトルト食品用）,,汚れを取り除く,プラ,プラスチック製容器包装,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アコーディオン（楽器）,item_0023,アコーディオン（楽器）,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アコーディオンカーテン,item_0024,アコーディオンカーテン,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アルミトレイ,item_0025,アルミトレイ,,,金・ガ,金物・ガラス類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
足拭きマット,item_0026,足拭きマット,,,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アルミ箔・アルミホイル,item_0027,アルミ箔・アルミホイル,,,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アタッシュケース,item_0028,アタッシュケース,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アルミ箔鍋・容器 うどん・ラーメンなど,item_0029,アルミ箔鍋・容器,,うどん・ラーメンなど,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アダプター,item_0030,アダプター,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アルミホイル（アルミ箔）の芯 使いきってから、なる べくつぶして出す,item_0031,アルミホイル（アルミ箔）の芯,,使いきってから、なる べくつぶして出す,紙類,紙類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
厚紙（贈答箱・靴箱など） ビニール・金銀加工して いるものはリサイクルが 困難なため「可燃」,item_0032,厚紙（贈答箱・靴箱など）,,ビニール・金銀加工して いるものはリサイクルが 困難なため「可燃」,紙類,紙類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
泡立て器 プラスチック製のもの は「可燃」,item_0033,泡立て器,,プラスチック製のもの は「可燃」,金・ガ,金物・ガラス類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
圧力鍋,item_0034,圧力鍋,,,金・ガ,金物・ガラス類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
油 布・新聞紙などにしみ こませる 凝固剤など で固めたものも「可燃」,item_0035,油,,布・新聞紙などにしみ こませる 凝固剤など で固めたものも「可燃」,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
泡立て器（電動式） 電池ははずす,item_0036,泡立て器（電動式）,,電池ははずす,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
あんか,item_0037,あんか,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
油紙 リサイクルが困難なため,item_0038,油紙,,リサイクルが困難なため,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アンクレット プラスチック製のもの は「可燃」,item_0039,アンクレット,,プラスチック製のもの は「可燃」,金・ガ,金物・ガラス類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
油こし容器,item_0040,油こし容器,,,金・ガ,金物・ガラス類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
油取り紙,item_0041,油取り紙,,,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
安全靴,item_0042,安全靴,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
油の缶・びん キャップをはずし、す すいで出す,item_0043,油の缶・びん,,キャップをはずし、す すいで出す,金・ガ,金物・ガラス類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
安全ピン,item_0044,安全ピン,,,金・ガ,金物・ガラス類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アンテナ,item_0045,アンテナ,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
油の凝固剤,item_0046,油の凝固剤,,,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
アンプ,item_0047,アンプ,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
油のポリ容器 すすいで出す,item_0048,油のポリ容器,,すすいで出す,プラ,プラスチック製容器包装,,18,17,ごみ分別辞典,table_cell_geometry_extracted
あんま機 電池ははずす,item_0049,あんま機,,電池ははずす,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
イオン水生成機,item_0050,イオン水生成機,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
一升びん なるべく購入店などへ,item_0051,一升びん,,なるべく購入店などへ,金・ガ,金物・ガラス類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
石 大きいもの・重いもの は排出禁止,item_0052,石,,大きいもの・重いもの は排出禁止,埋立,埋立ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
一升びんのふた 金属製のものは「金・ガ」,item_0053,一升びんのふた,,金属製のものは「金・ガ」,プラ,プラスチック製容器包装,,18,17,ごみ分別辞典,table_cell_geometry_extracted
一斗缶 中身を残さない,item_0054,一斗缶,,中身を残さない,金・ガ,金物・ガラス類,,18,17,ごみ分別辞典,table_cell_geometry_extracted
衣装ケース,item_0055,衣装ケース,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
糸,item_0056,糸,,,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
椅子 粗大申込時は「1脚が1点」,item_0057,椅子,,粗大申込時は「1脚が1点」,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
犬小屋 大きいもの・重いもの は排出禁止,item_0058,犬小屋,,大きいもの・重いもの は排出禁止,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
いちごパック,item_0059,いちごパック,,,プラ,プラスチック製容器包装,,18,17,ごみ分別辞典,table_cell_geometry_extracted
一輪車（手押し車）,item_0060,一輪車（手押し車）,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
衣服・衣類,item_0061,衣服・衣類,,,可燃,可燃ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
一輪車（遊具）,item_0062,一輪車（遊具）,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
イヤホン,item_0063,イヤホン,,,粗大,粗大ごみ,,18,17,ごみ分別辞典,table_cell_geometry_extracted
イヤリング,item_0064,イヤリング,,,金・ガ,金物・ガラス類,,19,18,ごみ分別辞典,table_cell_geometry_extracted
インクリボン（カートリッジ） プリンターのインク カートリッジは、なる べく支所等の回収箱へ,item_0065,インクリボン（カートリッジ）,,プリンターのインク カートリッジは、なる べく支所等の回収箱へ,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
衣類乾燥機 家電4 品目 P.49 参照,item_0066,衣類乾燥機,,家電4 品目 P.49 参照,禁止,市が収集しないごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
イルミネーション,item_0067,イルミネーション,,,粗大,粗大ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
インスタントカメラ 電池ははずす,item_0068,インスタントカメラ,,電池ははずす,粗大,粗大ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
入れ歯,item_0069,入れ歯,,,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
インスタントラーメンの外袋,item_0070,インスタントラーメンの外袋,,,プラ,プラスチック製容器包装,,19,18,ごみ分別辞典,table_cell_geometry_extracted
入れ歯接着剤チューブ（金属製）,item_0071,入れ歯接着剤チューブ（金属製）,,,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
インスタントラーメンの調味料袋 汚れを取り除く,item_0072,インスタントラーメンの調味料袋,,汚れを取り除く,プラ,プラスチック製容器包装,,19,18,ごみ分別辞典,table_cell_geometry_extracted
入れ歯接着剤チューブ（プラスチック製） 使いきって出す,item_0073,入れ歯接着剤チューブ（プラスチック製）,,使いきって出す,プラ,プラスチック製容器包装,,19,18,ごみ分別辞典,table_cell_geometry_extracted
インスタントラーメンの容器（紙製） リサイクルが困難なため,item_0074,インスタントラーメンの容器（紙製）,,リサイクルが困難なため,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
色鉛筆,item_0075,色鉛筆,,,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
インスタントラーメンの容器（プラスチック製） 汚れを取り除く,item_0076,インスタントラーメンの容器（プラスチック製）,,汚れを取り除く,プラ,プラスチック製容器包装,,19,18,ごみ分別辞典,table_cell_geometry_extracted
色紙 いろがみ 「金・銀」はリサイクルが 困難なため「可燃」,item_0077,色紙,いろがみ,「金・銀」はリサイクルが 困難なため「可燃」,紙類,紙類,,19,18,ごみ分別辞典,table_cell_geometry_extracted+furigana_verified
インターホン,item_0078,インターホン,,,粗大,粗大ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
印鑑,item_0079,印鑑,,,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
飲料パック（内側が白色で500ml 以上） 洗って開いてしばる,item_0080,飲料パック（内側が白色で500ml 以上）,,洗って開いてしばる,紙類,紙類,,19,18,ごみ分別辞典,table_cell_geometry_extracted
インク 布・新聞紙などにしみ こませる,item_0081,インク,,布・新聞紙などにしみ こませる,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
飲料パック（内側が白色以外又は500ml 未満） リサイクルが困難なため,item_0082,飲料パック（内側が白色以外又は500ml 未満）,,リサイクルが困難なため,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
ウインドサーフィン（ボード・セール） 長いものは不可,item_0083,ウインドサーフィン（ボード・セール）,,長いものは不可,粗大,粗大ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
ウエットティッシュ,item_0084,ウエットティッシュ,,,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
ウエットティッシュのケース,item_0085,ウエットティッシュのケース,,,プラ,プラスチック製容器包装,,19,18,ごみ分別辞典,table_cell_geometry_extracted
ウインドファン エアコンは排出禁止 P.49 参照,item_0086,ウインドファン,,エアコンは排出禁止 P.49 参照,粗大,粗大ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
ウォークマン バッテリー・電池ははずす,item_0087,ウォークマン,,バッテリー・電池ははずす,粗大,粗大ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
ウォシュレット,item_0088,ウォシュレット,,,粗大,粗大ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
ウインドブレーカー,item_0089,ウインドブレーカー,,,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
浮き輪・浮き袋 空気を抜いて出す,item_0090,浮き輪・浮き袋,,空気を抜いて出す,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
植木 「木」P.22 フロー図参照,item_0091,植木,,「木」P.22 フロー図参照,,,wood_disposal_flow,19,18,ごみ分別辞典,source_refers_to_decision_flow
うす（石製）・（木製）,item_0092,うす（石製）・（木製）,,,禁止,市が収集しないごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
植木（苗）ポット（軟プラスチック製） 汚れを取り除く 家庭菜園で使用したも ののみ可,item_0093,植木（苗）ポット（軟プラスチック製）,,汚れを取り除く 家庭菜園で使用したも ののみ可,プラ,プラスチック製容器包装,,19,18,ごみ分別辞典,table_cell_geometry_extracted
雨水枡のふた（金属製）,item_0094,雨水枡のふた（金属製）,,,金・ガ,金物・ガラス類,,19,18,ごみ分別辞典,table_cell_geometry_extracted
雨水枡のふた（プラスチック製） 袋に入らないものは 「粗大」,item_0095,雨水枡のふた（プラスチック製）,,袋に入らないものは 「粗大」,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
植木ばさみ 危なくないようにする 袋に入らないものは「粗大」,item_0096,植木ばさみ,,危なくないようにする 袋に入らないものは「粗大」,金・ガ,金物・ガラス類,,19,18,ごみ分別辞典,table_cell_geometry_extracted
うちわ,item_0097,うちわ,,,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
植木鉢（硬プラスチック製） 袋に入れて出す,item_0098,植木鉢（硬プラスチック製）,,袋に入れて出す,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
ウッドカーペット,item_0099,ウッドカーペット,,,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
腕時計,item_0100,腕時計,,,粗大,粗大ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
植木鉢（陶器製）,item_0101,植木鉢（陶器製）,,,埋立,埋立ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
乳母車,item_0102,乳母車,,,粗大,粗大ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
ウエストバッグ（ポーチ）,item_0103,ウエストバッグ（ポーチ）,,,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
ウレタンマット 袋に入るものは「可燃」,item_0104,ウレタンマット,,袋に入るものは「可燃」,粗大,粗大ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
ウエットスーツ 袋に入らない場合は「粗大」,item_0105,ウエットスーツ,,袋に入らない場合は「粗大」,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
運動靴,item_0106,運動靴,,,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
エアキャップ（ぷちぷち）,item_0107,エアキャップ（ぷちぷち）,,,プラ,プラスチック製容器包装,,19,18,ごみ分別辞典,table_cell_geometry_extracted
栄養ドリンクびんのキャップ（金属製）,item_0108,栄養ドリンクびんのキャップ（金属製）,,,金・ガ,金物・ガラス類,,19,18,ごみ分別辞典,table_cell_geometry_extracted
エアクッション（エアシート）,item_0109,エアクッション（エアシート）,,,プラ,プラスチック製容器包装,,19,18,ごみ分別辞典,table_cell_geometry_extracted
エアコン（室内機・室外機） 家電4 品目 P.49 参照,item_0110,エアコン（室内機・室外機）,,家電4 品目 P.49 参照,禁止,市が収集しないごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
液晶テレビ 家電4 品目 P.49 参照,item_0111,液晶テレビ,,家電4 品目 P.49 参照,禁止,市が収集しないごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
エアポンプ（プラスチック製） 電動式は電池をはずし て「粗大」,item_0112,エアポンプ（プラスチック製）,,電動式は電池をはずし て「粗大」,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
液体洗剤の容器 すすいで出す 紙製は「可燃」 キャップ・注ぎ口は「プラ」,item_0113,液体洗剤の容器,,すすいで出す 紙製は「可燃」 キャップ・注ぎ口は「プラ」,プラ,プラスチック製容器包装,,19,18,ごみ分別辞典,table_cell_geometry_extracted
エアマット,item_0114,エアマット,,,可燃,可燃ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
液体のりの容器 汚れを取り除く 金属製のものは「金・ガ」,item_0115,液体のりの容器,,汚れを取り除く 金属製のものは「金・ガ」,プラ,プラスチック製容器包装,,19,18,ごみ分別辞典,table_cell_geometry_extracted
映写機（家庭用） 事業用のものは排出禁止,item_0116,映写機（家庭用）,,事業用のものは排出禁止,粗大,粗大ごみ,,19,18,ごみ分別辞典,table_cell_geometry_extracted
栄養ドリンクびん キャップをはずし、す すいで出す,item_0117,栄養ドリンクびん,,キャップをはずし、す すいで出す,金・ガ,金物・ガラス類,,19,18,ごみ分別辞典,table_cell_geometry_extracted
液体肥料の容器（プラスチック製） すすいで出す,item_0118,液体肥料の容器（プラスチック製）,,すすいで出す,プラ,プラスチック製容器包装,,19,18,ごみ分別辞典,table_cell_geometry_extracted
枝 「木」P.22 フロー図参照,item_0119,枝,,「木」P.22 フロー図参照,,,wood_disposal_flow,20,19,ごみ分別辞典,source_refers_to_decision_flow
LED 電球,item_0120,LED 電球,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
枝切りばさみ,item_0121,枝切りばさみ,,,金・ガ,金物・ガラス類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
エレキギター,item_0122,エレキギター,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
柄つきタワシ,item_0123,柄つきタワシ,,,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
エレクトーン なるべく販売店などへ,item_0124,エレクトーン,,なるべく販売店などへ,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
絵の具（チューブを含む） プラチューブは「プラ」,item_0125,絵の具（チューブを含む）,,プラチューブは「プラ」,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
塩化ビニール管 長さを120cm 程度まで にして出す,item_0126,塩化ビニール管,,長さを120cm 程度まで にして出す,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
絵の具の紙箱 プラスチック製のシート は「プラ」,item_0127,絵の具の紙箱,,プラスチック製のシート は「プラ」,紙類,紙類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
園芸用支柱 袋に入るものは「金・ガ」,item_0128,園芸用支柱,,袋に入るものは「金・ガ」,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
絵本,item_0129,絵本,,,紙類,紙類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
エンジン,item_0130,エンジン,,,禁止,市が収集しないごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
MO・MD（ケースを含む） 中の台紙は「紙類（雑がみ）」 シールは「可燃」,item_0131,MO・MD（ケースを含む）,,中の台紙は「紙類（雑がみ）」 シールは「可燃」,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
縁台,item_0132,縁台,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
延長コード（テーブルタップ）,item_0133,延長コード（テーブルタップ）,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
MD プレーヤー バッテリー・電池ははずす,item_0134,MD プレーヤー,,バッテリー・電池ははずす,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
鉛筆,item_0135,鉛筆,,,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
衣紋掛け,item_0136,衣紋掛け,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
鉛筆削り 携帯用のものは「金・ガ」,item_0137,鉛筆削り,,携帯用のものは「金・ガ」,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オアシス（園芸用）,item_0138,オアシス（園芸用）,,,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
落ち葉 1 回に3 袋まで,item_0139,落ち葉,,1 回に3 袋まで,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オイル（食用・機械） 布・新聞紙などにしみ こませ、少量ずつ出す,item_0140,オイル（食用・機械）,,布・新聞紙などにしみ こませ、少量ずつ出す,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
お茶の缶,item_0141,お茶の缶,,,金・ガ,金物・ガラス類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
お手ふき,item_0142,お手ふき,,,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オイルの缶 使いきって出す 袋に入らないものは「粗大」,item_0143,オイルの缶,,使いきって出す 袋に入らないものは「粗大」,金・ガ,金物・ガラス類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
お手ふきの外袋,item_0144,お手ふきの外袋,,,プラ,プラスチック製容器包装,,20,19,ごみ分別辞典,table_cell_geometry_extracted
落し蓋（金属製）,item_0145,落し蓋（金属製）,,,金・ガ,金物・ガラス類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オイルヒーター,item_0146,オイルヒーター,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
落し蓋（木製）,item_0147,落し蓋（木製）,,,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
王冠（キャップ）,item_0148,王冠（キャップ）,,,金・ガ,金物・ガラス類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
おにぎりの外装フィルム 中身を残さない,item_0149,おにぎりの外装フィルム,,中身を残さない,プラ,プラスチック製容器包装,,20,19,ごみ分別辞典,table_cell_geometry_extracted
応接椅子 粗大申込時は「１脚が１点」,item_0150,応接椅子,,粗大申込時は「１脚が１点」,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
斧 危なくないようにする,item_0151,斧,,危なくないようにする,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
応接テーブル,item_0152,応接テーブル,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
帯,item_0153,帯,,,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オーディオ製品,item_0154,オーディオ製品,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
汚物入れ 金属製のものは「金・ガ」 陶器製のものは「埋立」,item_0155,汚物入れ,,金属製のものは「金・ガ」 陶器製のものは「埋立」,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オーディオラック,item_0156,オーディオラック,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オートバイ（50cc 以下） 燃料・オイル・バッテリー を抜き取り廃車手続を する P.47 参照,item_0157,オートバイ（50cc 以下）,,燃料・オイル・バッテリー を抜き取り廃車手続を する P.47 参照,禁止,市が収集しないごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
おぼん 金属製のものは「金・ガ」 袋に入らないものは「粗大」,item_0158,おぼん,,金属製のものは「金・ガ」 袋に入らないものは「粗大」,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
おまる 洗って出す,item_0159,おまる,,洗って出す,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オートバイ（50ccを超える） 販売店などに相談 P.47 参照,item_0160,オートバイ（50ccを超える）,,販売店などに相談 P.47 参照,禁止,市が収集しないごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
おむつ・おむつカバー 汚物はトイレに流す,item_0161,おむつ・おむつカバー,,汚物はトイレに流す,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オードブルの容器（プラスチック製） 汚れを取り除く,item_0162,オードブルの容器（プラスチック製）,,汚れを取り除く,プラ,プラスチック製容器包装,,20,19,ごみ分別辞典,table_cell_geometry_extracted
おもちゃ（金属製） 袋に入らないもの、電気・ 電池を使用するものは 「粗大」 電池ははずす,item_0163,おもちゃ（金属製）,,袋に入らないもの、電気・ 電池を使用するものは 「粗大」 電池ははずす,金・ガ,金物・ガラス類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
オーブン（レンジ・トースター）,item_0164,オーブン（レンジ・トースター）,,,粗大,粗大ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
おもちゃ（プラスチック製）・（木製） 袋に入らないもの、電気・ 電池を使用するものは 「粗大」 電池ははずす,item_0165,おもちゃ（プラスチック製）・（木製）,,袋に入らないもの、電気・ 電池を使用するものは 「粗大」 電池ははずす,可燃,可燃ごみ,,20,19,ごみ分別辞典,table_cell_geometry_extracted
OA 用紙,item_0166,OA 用紙,,,紙類,紙類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
おもちゃの空き箱（紙製） ビニール・金銀加工して いるものはリサイクルが 困難なため「可燃」,item_0167,おもちゃの空き箱（紙製）,,ビニール・金銀加工して いるものはリサイクルが 困難なため「可燃」,紙類,紙類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
お菓子の箱 ビニール・金銀加工して いるものはリサイクルが 困難なため「可燃」,item_0168,お菓子の箱,,ビニール・金銀加工して いるものはリサイクルが 困難なため「可燃」,紙類,紙類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
おもり（釣り用）,item_0169,おもり（釣り用）,,,金・ガ,金物・ガラス類,,20,19,ごみ分別辞典,table_cell_geometry_extracted
