search_text,item_id,item,reading,note,category,category_display,rule_ref,source_pdf_page,source_printed_page,source_section,verification_status
地球儀,item_0872,地球儀,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
チャイルドシート,item_0873,チャイルドシート,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
調味料入れ（しょうゆさし等）（金属・ガラス製） 汚れを取り除く,item_0874,調味料入れ（しょうゆさし等）（金属・ガラス製）,,汚れを取り除く,金・ガ,金物・ガラス類,,32,31,ごみ分別辞典,table_cell_geometry_extracted
茶殻,item_0875,茶殻,,,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
茶こし,item_0876,茶こし,,,金・ガ,金物・ガラス類,,32,31,ごみ分別辞典,table_cell_geometry_extracted
調味料入れ（しょうゆさし等）（陶磁器製） 中身を残さない,item_0877,調味料入れ（しょうゆさし等）（陶磁器製）,,中身を残さない,埋立,埋立ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
茶だんす,item_0878,茶だんす,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
チャッカマン 金属製のものは「金・ガ」,item_0879,チャッカマン,,金属製のものは「金・ガ」,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
調味料入れ（しょうゆさし等）（プラスチック製） 汚れを取り除く,item_0880,調味料入れ（しょうゆさし等）（プラスチック製）,,汚れを取り除く,プラ,プラスチック製容器包装,,32,31,ごみ分別辞典,table_cell_geometry_extracted
ちゃぶ台,item_0881,ちゃぶ台,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
調理台,item_0882,調理台,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
茶碗（陶磁器製）,item_0883,茶碗（陶磁器製）,,,埋立,埋立ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
チョーク,item_0884,チョーク,,,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
中華鍋 袋に入らないものは「粗大」,item_0885,中華鍋,,袋に入らないものは「粗大」,金・ガ,金物・ガラス類,,32,31,ごみ分別辞典,table_cell_geometry_extracted
チョコレートのアルミ箔,item_0886,チョコレートのアルミ箔,,,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
注射器・注射針 医療機関などに返す,item_0887,注射器・注射針,,医療機関などに返す,禁止,市が収集しないごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
チラシ 新聞紙と一緒に出す,item_0888,チラシ,,新聞紙と一緒に出す,紙類,紙類,,32,31,ごみ分別辞典,table_cell_geometry_extracted
チューナー,item_0889,チューナー,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
ちり紙 リサイクルが困難なため,item_0890,ちり紙,,リサイクルが困難なため,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
チューブ類（金属製） 軟膏など,item_0891,チューブ類（金属製）,,軟膏など,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
ちりとり 金属製のものは「金・ガ」,item_0892,ちりとり,,金属製のものは「金・ガ」,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
チューブ類（プラスチック製）,item_0893,チューブ類（プラスチック製）,,,プラ,プラスチック製容器包装,,32,31,ごみ分別辞典,table_cell_geometry_extracted
ついたて,item_0894,ついたて,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
壷（陶磁器製）,item_0895,壷（陶磁器製）,,,埋立,埋立ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
杖 金属製のものは「金・ガ」 袋に入らないものは「粗大」,item_0896,杖,,金属製のものは「金・ガ」 袋に入らないものは「粗大」,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
つまようじ,item_0897,つまようじ,,,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
積み木,item_0898,積み木,,,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
使い捨てカメラ,item_0899,使い捨てカメラ,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
詰め替えパック・ボトル（プラスチック製） 汚れを取り除く,item_0900,詰め替えパック・ボトル（プラスチック製）,,汚れを取り除く,プラ,プラスチック製容器包装,,32,31,ごみ分別辞典,table_cell_geometry_extracted
机,item_0901,机,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
付け毛・付け爪,item_0902,付け毛・付け爪,,,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
爪切り,item_0903,爪切り,,,金・ガ,金物・ガラス類,,32,31,ごみ分別辞典,table_cell_geometry_extracted
漬物石 大きいもの・重いもの は排出禁止,item_0904,漬物石,,大きいもの・重いもの は排出禁止,埋立,埋立ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
釣糸,item_0905,釣糸,,,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
釣竿 リールも含む,item_0906,釣竿,,リールも含む,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
漬物の袋 すすいで出す,item_0907,漬物の袋,,すすいで出す,プラ,プラスチック製容器包装,,32,31,ごみ分別辞典,table_cell_geometry_extracted
釣竿用ケース 袋に入る場合は「可燃｣,item_0908,釣竿用ケース,,袋に入る場合は「可燃｣,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
土 1 回に3 袋まで,item_0909,土,,1 回に3 袋まで,埋立,埋立ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
釣針 危なくないようにする,item_0910,釣針,,危なくないようにする,金・ガ,金物・ガラス類,,32,31,ごみ分別辞典,table_cell_geometry_extracted
つっぱり棒,item_0911,つっぱり棒,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
つるはし,item_0912,つるはし,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
T 字カミソリ 危なくないようにする,item_0913,T 字カミソリ,,危なくないようにする,金・ガ,金物・ガラス類,,32,31,ごみ分別辞典,table_cell_geometry_extracted
庭園灯,item_0914,庭園灯,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
T 字カミソリの替え刃 危なくないようにする,item_0915,T 字カミソリの替え刃,,危なくないようにする,金・ガ,金物・ガラス類,,32,31,ごみ分別辞典,table_cell_geometry_extracted
低周波治療器 電池ははずす,item_0916,低周波治療器,,電池ははずす,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
ティーバッグ,item_0917,ティーバッグ,,,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
ティッシュ リサイクルが困難なため,item_0918,ティッシュ,,リサイクルが困難なため,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
DVD（ケースを含む） 同封のカードは「紙類 （雑がみ）」,item_0919,DVD（ケースを含む）,,同封のカードは「紙類 （雑がみ）」,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
ティッシュの紙箱 取り出し口のビニール は「プラ」,item_0920,ティッシュの紙箱,,取り出し口のビニール は「プラ」,紙類,紙類,,32,31,ごみ分別辞典,table_cell_geometry_extracted
DVD の外箱（紙製）,item_0921,DVD の外箱（紙製）,,,紙類,紙類,,32,31,ごみ分別辞典,table_cell_geometry_extracted
テープカッター（台） おもりを使用している ものは「粗大」,item_0922,テープカッター（台）,,おもりを使用している ものは「粗大」,可燃,可燃ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
DVD プレーヤー バッテリー・電池ははずす,item_0923,DVD プレーヤー,,バッテリー・電池ははずす,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
DVD レコーダー,item_0924,DVD レコーダー,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
テーブル,item_0925,テーブル,,,粗大,粗大ごみ,,32,31,ごみ分別辞典,table_cell_geometry_extracted
テーブルクロス 袋に入らないものは「粗大」,item_0926,テーブルクロス,,袋に入らないものは「粗大」,可燃,可燃ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気のかさ（ガラス製） 袋に入る場合は「金・ガ」,item_0927,電気のかさ（ガラス製）,,袋に入る場合は「金・ガ」,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
テーブルの天板,item_0928,テーブルの天板,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気のかさ（プラスチック製） 袋に入る場合は「可燃」,item_0929,電気のかさ（プラスチック製）,,袋に入る場合は「可燃」,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
テープレコーダー バッテリー・電池ははずす,item_0930,テープレコーダー,,バッテリー・電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気バケツ,item_0931,電気バケツ,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
手押し車,item_0932,手押し車,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気ポット,item_0933,電気ポット,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
手鏡 破片は紙で包み「われも の」等と記載する,item_0934,手鏡,,破片は紙で包み「われも の」等と記載する,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気虫取器,item_0935,電気虫取器,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気毛布,item_0936,電気毛布,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
手紙,item_0937,手紙,,,紙類,紙類,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電球（蛍光灯） 電球（蛍光灯）の入っ ていた箱などに入れる と安全,item_0938,電球（蛍光灯）,,電球（蛍光灯）の入っ ていた箱などに入れる と安全,水銀,水銀ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
てぐす（釣糸）,item_0939,てぐす（釣糸）,,,可燃,可燃ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
デジタルアルバム バッテリー・電池ははずす,item_0940,デジタルアルバム,,バッテリー・電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電球（白熱電球）,item_0941,電球（白熱電球）,,,水銀,水銀ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
デジタルカメラ バッテリー・電池ははずす,item_0942,デジタルカメラ,,バッテリー・電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電源アダプター,item_0943,電源アダプター,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
デジタル血圧計 電池ははずす,item_0944,デジタル血圧計,,電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電子オルガン なるべく販売店などへ,item_0945,電子オルガン,,なるべく販売店などへ,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
デジタル体温計 電池ははずす,item_0946,デジタル体温計,,電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電子たばこ,item_0947,電子たばこ,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
デスクマット（ビニール製） 袋に入らないものは「粗大」,item_0948,デスクマット（ビニール製）,,袋に入らないものは「粗大」,可燃,可燃ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電磁調理器,item_0949,電磁調理器,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
手帳 ビニールカバーは「可燃」,item_0950,手帳,,ビニールカバーは「可燃」,紙類,紙類,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電子手帳・電子辞書 電池ははずす,item_0951,電子手帳・電子辞書,,電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
鉄アレイ,item_0952,鉄アレイ,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電子ピアノ なるべく販売店などへ,item_0953,電子ピアノ,,なるべく販売店などへ,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
鉄筋 販売店などに相談,item_0954,鉄筋,,販売店などに相談,禁止,市が収集しないごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電子レンジ,item_0955,電子レンジ,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
鉄の棒 長いものは排出禁止,item_0956,鉄の棒,,長いものは排出禁止,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
天体望遠鏡,item_0957,天体望遠鏡,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
鉄パイプ 長いものは排出禁止,item_0958,鉄パイプ,,長いものは排出禁止,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電卓 電池ははずす,item_0959,電卓,,電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
鉄板 大きいものは排出禁止 厚さ2mm 程度まで,item_0960,鉄板,,大きいものは排出禁止 厚さ2mm 程度まで,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電池（乾電池）,item_0961,電池（乾電池）,,,埋立,埋立ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電池（充電式） 販売店等の回収箱へ P.48 参照,item_0962,電池（充電式）,,販売店等の回収箱へ P.48 参照,禁止,市が収集しないごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
テニスボール,item_0963,テニスボール,,,可燃,可燃ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
テニスラケット ケースは「可燃」,item_0964,テニスラケット,,ケースは「可燃」,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電池（ボタン型） 水銀０使用のものも「水銀」,item_0965,電池（ボタン型）,,水銀０使用のものも「水銀」,水銀,水銀ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
手拭い,item_0966,手拭い,,,可燃,可燃ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
テント,item_0967,テント,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
手袋,item_0968,手袋,,,可燃,可燃ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
点灯管（グロー球）,item_0969,点灯管（グロー球）,,,水銀,水銀ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
テレビ ブラウン管式・液晶式・ 有機EL 式・プラズマ式 は家電4 品目 P.49 参照,item_0970,テレビ,,ブラウン管式・液晶式・ 有機EL 式・プラズマ式 は家電4 品目 P.49 参照,禁止,市が収集しないごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電動工具類（家庭用） バッテリー・電池ははずす,item_0971,電動工具類（家庭用）,,バッテリー・電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電動式自転車 バッテリーははずす P.48 参照,item_0972,電動式自転車,,バッテリーははずす P.48 参照,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
テレビアンテナ,item_0973,テレビアンテナ,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
テレビ台,item_0974,テレビ台,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電動歯ブラシ バッテリー・電池ははずす,item_0975,電動歯ブラシ,,バッテリー・電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
テレホンカード,item_0976,テレホンカード,,,可燃,可燃ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電動ビューラー 電池ははずす,item_0977,電動ビューラー,,電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気温水器 販売店などに相談,item_0978,電気温水器,,販売店などに相談,禁止,市が収集しないごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
天日（太陽熱温水器） 販売店などに相談,item_0979,天日（太陽熱温水器）,,販売店などに相談,禁止,市が収集しないごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気カーペット,item_0980,電気カーペット,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
点鼻薬,item_0981,点鼻薬,,,可燃,可燃ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気コード,item_0982,電気コード,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
てんぷら油 布・新聞紙などにしみ こませる 凝固剤など で固めたものも「可燃」,item_0983,てんぷら油,,布・新聞紙などにしみ こませる 凝固剤など で固めたものも「可燃」,可燃,可燃ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気コンロ,item_0984,電気コンロ,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気シェーバー バッテリー・電池ははずす,item_0985,電気シェーバー,,バッテリー・電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
てんぷら鍋,item_0986,てんぷら鍋,,,金・ガ,金物・ガラス類,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気消臭器,item_0987,電気消臭器,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
転落防止柵,item_0988,転落防止柵,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気スタンド 電球・蛍光灯ははずす,item_0989,電気スタンド,,電球・蛍光灯ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電話機 バッテリー・電池ははずす 携帯電話・PHS はなる べく販売店へ,item_0990,電話機,,バッテリー・電池ははずす 携帯電話・PHS はなる べく販売店へ,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気ストーブ 電池ははずす,item_0991,電気ストーブ,,電池ははずす,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気ドリル,item_0992,電気ドリル,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電話台,item_0993,電話台,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電気鍋,item_0994,電気鍋,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
電話帳,item_0995,電話帳,,,紙類,紙類,,33,32,ごみ分別辞典,table_cell_geometry_extracted
戸,item_0996,戸,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
ドアノブ,item_0997,ドアノブ,,,金・ガ,金物・ガラス類,,33,32,ごみ分別辞典,table_cell_geometry_extracted
ドア,item_0998,ドア,,,粗大,粗大ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
砥石,item_0999,砥石,,,埋立,埋立ごみ,,33,32,ごみ分別辞典,table_cell_geometry_extracted
トイレットペーパーの芯 使いきってから、なる べくつぶして出す,item_1000,トイレットペーパーの芯,,使いきってから、なる べくつぶして出す,紙類,紙類,,34,33,ごみ分別辞典,table_cell_geometry_extracted
鳥かご,item_1001,鳥かご,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドリップ用フィルター,item_1002,ドリップ用フィルター,,,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トイレブラシ,item_1003,トイレブラシ,,,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
塗料 布・新聞紙などにしみ こませる,item_1004,塗料,,布・新聞紙などにしみ こませる,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
投影機,item_1005,投影機,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
籐家具,item_1006,籐家具,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドリル,item_1007,ドリル,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
陶磁器類,item_1008,陶磁器類,,,埋立,埋立ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドリンク剤のびん,item_1009,ドリンク剤のびん,,,金・ガ,金物・ガラス類,,34,33,ごみ分別辞典,table_cell_geometry_extracted
胴長靴,item_1010,胴長靴,,,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドリンク剤のびんのキャップ（金属製）,item_1011,ドリンク剤のびんのキャップ（金属製）,,,金・ガ,金物・ガラス類,,34,33,ごみ分別辞典,table_cell_geometry_extracted
豆腐のパック すすいで出す,item_1012,豆腐のパック,,すすいで出す,プラ,プラスチック製容器包装,,34,33,ごみ分別辞典,table_cell_geometry_extracted
灯油 布・新聞紙などにしみ こませる,item_1013,灯油,,布・新聞紙などにしみ こませる,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トレイ（紙製） ビニール加工されたも の、汚れが取り除けな いものは「可燃」,item_1014,トレイ（紙製）,,ビニール加工されたも の、汚れが取り除けな いものは「可燃」,紙類,紙類,,34,33,ごみ分別辞典,table_cell_geometry_extracted
灯油缶（プラスチック製） 中身を残さない,item_1015,灯油缶（プラスチック製）,,中身を残さない,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トレイ（金属製） 汚れを取り除く 袋に入らないものは「粗大」,item_1016,トレイ（金属製）,,汚れを取り除く 袋に入らないものは「粗大」,金・ガ,金物・ガラス類,,34,33,ごみ分別辞典,table_cell_geometry_extracted
灯油ポンプ,item_1017,灯油ポンプ,,,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
道路地図 ビニール加工のものは 袋に入れて「可燃」,item_1018,道路地図,,ビニール加工のものは 袋に入れて「可燃」,紙類,紙類,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トレイ（プラスチック製の食品トレイ） 汚れを取り除く 食品トレイ以外で「プラ」 マークの表記がないもの は「可燃」,item_1019,トレイ（プラスチック製の食品トレイ）,,汚れを取り除く 食品トレイ以外で「プラ」 マークの表記がないもの は「可燃」,プラ,プラスチック製容器包装,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トースター,item_1020,トースター,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
時計 電池ははずす,item_1021,時計,,電池ははずす,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トレイ（木製） 袋に入らないものは「粗大」,item_1022,トレイ（木製）,,袋に入らないものは「粗大」,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
登山靴,item_1023,登山靴,,,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トレーニング機器,item_1024,トレーニング機器,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
戸棚,item_1025,戸棚,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドレッサー,item_1026,ドレッサー,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トタン,item_1027,トタン,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドレッシングの容器（プラスチック製） キャップをはずし、すす いで出す PET 表示のも のは「ペット」,item_1028,ドレッシングの容器（プラスチック製）,,キャップをはずし、すす いで出す PET 表示のも のは「ペット」,プラ,プラスチック製容器包装,,34,33,ごみ分別辞典,table_cell_geometry_extracted
とっくり（陶磁器製） ガラス製のものは「金・ガ」,item_1029,とっくり（陶磁器製）,,ガラス製のものは「金・ガ」,埋立,埋立ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
土鍋,item_1030,土鍋,,,埋立,埋立ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドレッシングの容器（ガラス製） キャップをはずし、すす いで出す プラスチック 製キャップは「プラ」,item_1031,ドレッシングの容器（ガラス製）,,キャップをはずし、すす いで出す プラスチック 製キャップは「プラ」,金・ガ,金物・ガラス類,,34,33,ごみ分別辞典,table_cell_geometry_extracted
土のう袋 中身を残さない,item_1032,土のう袋,,中身を残さない,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
土瓶,item_1033,土瓶,,,埋立,埋立ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トレリス,item_1034,トレリス,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドライバーセット（工具）,item_1035,ドライバーセット（工具）,,,金・ガ,金物・ガラス類,,34,33,ごみ分別辞典,table_cell_geometry_extracted
泥 乾燥させて出す 1 回に3 袋まで,item_1036,泥,,乾燥させて出す 1 回に3 袋まで,埋立,埋立ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドライフラワー,item_1037,ドライフラワー,,,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドライヤー,item_1038,ドライヤー,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トロ箱（発泡スチロール） 事業用のものは排出禁止 P.3 参照 小さくして袋に入れる,item_1039,トロ箱（発泡スチロール）,,事業用のものは排出禁止 P.3 参照 小さくして袋に入れる,プラ,プラスチック製容器包装,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドラム缶 中身を残さない,item_1040,ドラム缶,,中身を残さない,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ドラムセット,item_1041,ドラムセット,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トロ箱（木製） 袋に入らないものは「粗大」,item_1042,トロ箱（木製）,,袋に入らないものは「粗大」,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トランク,item_1043,トランク,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トロフィー,item_1044,トロフィー,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トランシーバー バッテリー・電池ははずす,item_1045,トランシーバー,,バッテリー・電池ははずす,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
どんぶり（陶磁器製）,item_1046,どんぶり（陶磁器製）,,,埋立,埋立ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
トランポリン（玩具）,item_1047,トランポリン（玩具）,,,粗大,粗大ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
どんぶり（プラスチック製）,item_1048,どんぶり（プラスチック製）,,,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
ナイフ（包丁） 危なくないようにする,item_1049,ナイフ（包丁）,,危なくないようにする,金・ガ,金物・ガラス類,,34,33,ごみ分別辞典,table_cell_geometry_extracted
鍋敷き（金属・ガラス製）,item_1050,鍋敷き（金属・ガラス製）,,,金・ガ,金物・ガラス類,,34,33,ごみ分別辞典,table_cell_geometry_extracted
苗木用のポット（軟プラスチック製） 汚れを取り除く 家庭菜園で使用したも ののみ可,item_1051,苗木用のポット（軟プラスチック製）,,汚れを取り除く 家庭菜園で使用したも ののみ可,プラ,プラスチック製容器包装,,34,33,ごみ分別辞典,table_cell_geometry_extracted
鍋敷き（陶磁器製）,item_1052,鍋敷き（陶磁器製）,,,埋立,埋立ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
鍋敷き（布・木製）,item_1053,鍋敷き（布・木製）,,,可燃,可燃ごみ,,34,33,ごみ分別辞典,table_cell_geometry_extracted
